Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct
1783836222,139922862,31,0,0,0,0,0.5
1783836223,139923009,25,0,0,0,0,0.5
1783836224,139920101,40,0,0,0,0,0.75
1783836225,139925822,27,0,0,0,0,0
1783836226,139953247,20,0,0,0,0,1
1783836227,139925062,38,0,0,0,0,0.5
1783836228,139951784,26,1,1,0,0,0.75
1783836229,139924099,30,1,1,0,0,0.5
1783836230,139923229,26,1,0,0,0,1.24
1783836231,139915860,33,0,0,0,0,0.25
1783836232,139919694,19,0,0,0,0,0.25
1783836233,139955528,22,0,0,0,0,0.25
1783836234,139919752,25,0,0,0,0,0.5
1783836235,139922568,14,0,0,0,0,0.75
1783836236,139952699,27,0,0,0,0,0.5
1783836237,139923183,20,0,0,0,0,0.25
1783836238,139922629,14,2,2,0,0,0.25
1783836239,139916650,27,0,0,0,0,1
1783836240,139918375,23,0,0,0,0,0
1783836241,139922859,24,0,0,0,0,0.25
1783836242,139928788,23,0,1,0,0,1
1783836243,139930402,19,0,0,0,0,0.75
1783836244,139922646,27,0,0,0,0,0.5
1783836245,139930446,43,0,0,0,0,0.5
1783836246,139921802,41,0,0,0,0,0.75
1783836247,139915232,28,0,0,0,0,0.5
1783836248,139923940,33,0,0,0,0,0.25
1783836249,139961703,24,0,1,0,0,0.75
1783836250,139921357,47,0,0,0,0,1
1783836251,139922898,56,0,0,0,0,1.25
1783836252,139924718,56,0,0,0,0,0.75
1783836253,139923075,48,0,0,0,0,0.75
1783836254,139919062,53,1,0,0,0,0.75
1783836255,139920179,34,1,1,0,0,0.25
1783836256,139953240,33,0,0,0,0,0.25
1783836257,139923765,20,0,0,0,0,0.5
1783836258,139923198,30,0,0,0,0,0.75
1783836259,139951204,29,0,0,0,0,0.25
1783836260,139923526,25,0,0,0,0,0.75
1783836261,139922921,33,0,0,0,0,0.25
1783836262,139922243,34,0,0,0,0,0.5
1783836263,139950806,23,0,0,0,0,0
